,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Salary
541,22,Male,Electronics And Communication,0,8,0,0,1,100000
542,22,Male,Mechanical,0,7,1,0,0,0
543,22,Male,Information Technology,1,7,0,0,0,0
544,22,Male,Computer Science,1,6,0,0,0,0
545,21,Male,Computer Science,1,6,0,0,0,0
546,22,Female,Civil,1,6,0,0,0,0
547,21,Female,Civil,1,8,0,0,1,20000
548,22,Female,Computer Science,1,7,1,0,0,0
549,21,Male,Mechanical,1,8,1,0,1,80000
550,30,Male,Computer Science,1,8,0,0,1,90000
551,22,Male,Information Technology,0,8,0,1,1,100000
552,21,Male,Information Technology,1,7,0,1,0,0
553,22,Female,Electronics And Communication,0,7,0,0,0,0
554,22,Male,Information Technology,1,8,1,0,1,20000
555,22,Male,Civil,1,7,0,0,0,0
556,22,Male,Electrical,1,6,1,1,0,0
557,21,Female,Civil,1,7,0,1,0,0
558,21,Male,Computer Science,0,6,0,0,0,0
559,22,Male,Electrical,1,7,0,0,0,0
560,21,Male,Information Technology,0,8,0,1,1,100000
561,21,Male,Computer Science,1,7,0,0,0,0
562,22,Male,Electrical,1,7,0,1,0,0
563,22,Male,Electrical,0,8,0,0,1,70000
564,22,Male,Electrical,1,7,0,0,0,0
565,21,Male,Computer Science,1,7,0,0,0,0
566,21,Male,Computer Science,2,7,0,0,1,50000
567,21,Male,Computer Science,0,7,0,0,0,0
568,22,Male,Electrical,0,7,0,1,0,0
569,22,Male,Computer Science,2,6,0,0,1,90000
570,22,Male,Electronics And Communication,0,8,0,0,1,20000
571,21,Male,Electrical,0,7,0,0,0,0
572,22,Male,Information Technology,1,6,0,0,0,0
573,21,Male,Computer Science,0,7,0,0,0,0
574,22,Female,Information Technology,0,8,0,0,1,30000
575,22,Male,Electronics And Communication,1,7,0,0,0,0
576,21,Male,Information Technology,0,6,0,0,0,0
577,21,Male,Civil,0,7,1,0,0,0
578,22,Male,Electrical,1,8,0,0,1,20000
579,22,Male,Computer Science,0,6,0,0,0,0
580,21,Male,Information Technology,0,7,0,0,0,0
581,21,Male,Civil,1,8,0,0,1,100000
582,21,Male,Computer Science,1,7,0,0,0,0
583,22,Male,Civil,0,7,1,0,0,0
584,21,Male,Computer Science,2,7,0,1,0,0
585,22,Female,Electronics And Communication,0,8,0,0,1,30000
586,21,Male,Computer Science,1,7,0,0,0,0
587,22,Male,Computer Science,1,6,0,0,0,0
588,21,Male,Computer Science,0,7,0,1,0,0
589,21,Male,Electronics And Communication,1,7,0,0,1,30000
590,21,Male,Information Technology,1,8,0,1,1,20000
591,21,Male,Electronics And Communication,0,7,0,0,1,100000
592,22,Male,Information Technology,2,6,0,0,1,100000
593,22,Male,Computer Science,1,6,0,0,0,0
594,21,Male,Electronics And Communication,0,7,0,0,1,50000
595,22,Male,Computer Science,1,6,0,0,1,70000
596,21,Male,Electronics And Communication,0,8,0,0,1,70000
597,22,Female,Information Technology,0,8,0,0,1,80000
598,22,Male,Information Technology,1,7,0,0,0,0
599,21,Male,Information Technology,2,6,1,0,1,60000
600,21,Male,Computer Science,2,8,0,0,1,40000
601,22,Female,Information Technology,2,7,1,0,1,70000
602,21,Male,Computer Science,2,7,0,0,1,70000
603,21,Male,Information Technology,2,8,0,0,1,60000
604,21,Male,Computer Science,2,7,0,0,1,90000
605,22,Female,Information Technology,1,7,1,0,1,70000
606,22,Male,Computer Science,2,7,0,0,1,70000
607,21,Male,Electrical,1,8,0,0,1,60000
608,21,Male,Information Technology,2,7,0,1,0,0
609,22,Male,Computer Science,1,8,0,1,1,30000
610,21,Male,Computer Science,1,7,0,0,0,0
611,21,Male,Civil,2,6,0,0,0,0
612,22,Male,Electrical,1,6,0,0,0,0
613,21,Male,Information Technology,1,8,0,1,1,70000
614,21,Male,Electronics And Communication,1,7,0,0,0,0
615,21,Male,Electrical,1,7,0,1,1,20000
616,21,Male,Electrical,2,8,0,0,1,80000
617,22,Male,Electronics And Communication,1,8,0,0,1,80000
618,22,Male,Mechanical,1,8,1,0,1,70000
619,21,Male,Civil,2,8,1,1,1,90000
620,22,Female,Computer Science,1,6,1,0,1,40000
621,22,Male,Electrical,2,6,0,0,1,80000
622,22,Male,Mechanical,2,7,1,0,0,0
623,22,Female,Electronics And Communication,1,7,0,0,0,0
624,22,Female,Electronics And Communication,2,8,0,0,1,50000
625,22,Male,Electronics And Communication,1,8,0,0,1,80000
626,21,Male,Mechanical,1,6,1,0,0,0
627,22,Male,Mechanical,2,6,1,0,1,70000
628,22,Male,Civil,1,6,0,0,0,0
629,21,Male,Mechanical,1,8,1,0,1,40000
630,21,Female,Information Technology,2,6,0,0,1,30000
631,21,Male,Electronics And Communication,2,8,0,0,1,70000
632,21,Male,Information Technology,2,8,0,1,1,80000
633,22,Male,Computer Science,2,7,0,0,0,0
634,22,Male,Information Technology,1,8,0,0,1,90000
635,22,Male,Electrical,2,8,0,0,1,40000
636,22,Male,Electronics And Communication,2,8,0,0,1,50000
637,21,Male,Computer Science,2,6,0,0,1,90000
638,22,Male,Computer Science,1,7,0,0,1,90000
639,21,Female,Mechanical,1,7,1,0,0,0
640,21,Male,Computer Science,2,6,0,0,1,80000
641,22,Female,Computer Science,1,6,1,0,1,80000
642,21,Male,Mechanical,1,6,1,1,0,0
643,22,Male,Electronics And Communication,1,7,0,1,0,0
644,21,Female,Computer Science,1,8,1,0,1,100000
645,22,Male,Electrical,1,7,0,0,0,0
646,21,Male,Information Technology,2,6,1,0,1,50000
647,21,Female,Information Technology,1,7,0,1,1,70000
648,22,Female,Information Technology,1,6,0,0,1,90000
649,21,Male,Mechanical,2,6,1,0,1,90000
650,22,Male,Mechanical,1,6,1,0,0,0
651,21,Male,Electronics And Communication,1,7,0,0,1,50000
652,22,Male,Information Technology,0,6,0,0,1,60000
653,22,Male,Civil,1,8,0,0,1,80000
654,21,Male,Electrical,0,7,0,0,0,0
655,22,Male,Electronics And Communication,1,7,0,0,0,0
656,22,Female,Information Technology,1,8,0,0,1,100000
657,22,Female,Electrical,1,6,0,1,0,0
658,21,Male,Mechanical,0,7,1,0,0,0
659,22,Male,Electronics And Communication,0,7,0,0,0,0
660,22,Male,Information Technology,1,7,1,0,0,0
661,22,Male,Computer Science,0,7,0,1,0,0
662,21,Male,Electronics And Communication,1,8,1,1,1,70000
663,22,Male,Computer Science,0,6,0,0,0,0
664,22,Male,Information Technology,0,7,0,0,0,0
665,21,Male,Electronics And Communication,1,6,0,0,0,0
666,22,Male,Mechanical,1,7,1,1,0,0
667,22,Male,Computer Science,2,7,0,0,0,0
668,22,Female,Electrical,1,7,1,1,0,0
669,21,Male,Civil,1,6,0,0,0,0
670,22,Male,Civil,0,6,0,0,0,0
671,22,Male,Electrical,0,7,0,0,0,0
672,21,Male,Computer Science,1,7,0,0,0,0
673,22,Female,Information Technology,0,6,0,0,0,0
674,21,Male,Electrical,0,8,0,0,1,50000
675,21,Male,Mechanical,0,7,1,0,0,0
676,21,Male,Computer Science,1,6,0,0,0,0
677,22,Male,Computer Science,0,7,0,0,0,0
678,22,Female,Civil,1,8,0,0,1,40000
679,22,Female,Information Technology,1,7,0,0,0,0
680,21,Female,Information Technology,2,8,0,1,1,90000
681,21,Male,Computer Science,1,8,0,0,1,50000
682,22,Male,Information Technology,0,8,0,0,1,90000
683,21,Female,Electronics And Communication,0,6,0,0,0,0
684,22,Male,Civil,2,6,1,0,1,80000
685,21,Male,Electronics And Communication,2,8,0,0,1,20000
686,21,Male,Mechanical,0,7,1,0,0,0
687,21,Male,Electrical,0,7,0,0,0,0
688,22,Male,Mechanical,0,8,1,0,1,20000
689,21,Male,Civil,0,6,0,0,0,0
690,22,Male,Information Technology,0,8,0,0,1,60000
691,21,Male,Computer Science,1,7,0,0,0,0
692,22,Male,Computer Science,1,8,0,0,1,20000
693,21,Male,Information Technology,2,8,0,0,1,100000
694,22,Male,Information Technology,1,7,0,0,0,0
695,22,Female,Civil,1,6,0,0,0,0
696,21,Male,Computer Science,0,8,0,0,1,90000
697,21,Male,Computer Science,0,8,0,1,1,90000
698,21,Male,Mechanical,2,6,1,0,1,20000
699,21,Male,Electrical,1,8,0,0,1,20000
700,25,Male,Computer Science,0,7,0,0,0,0
701,26,Male,Electronics And Communication,2,6,0,0,1,40000
702,24,Female,Electrical,1,8,0,1,1,60000
703,25,Male,Computer Science,2,6,0,0,1,50000
704,24,Female,Electronics And Communication,0,6,0,0,1,70000
705,25,Male,Computer Science,1,8,0,0,1,20000
706,23,Male,Electronics And Communication,0,9,0,0,1,30000
707,24,Male,Electrical,1,7,0,0,1,40000
708,25,Male,Civil,0,9,1,0,1,60000
709,25,Male,Computer Science,1,8,0,0,1,40000
710,26,Female,Information Technology,1,6,0,0,1,60000
711,26,Male,Information Technology,1,6,1,0,1,80000
712,25,Male,Electrical,0,8,0,0,1,90000
713,26,Male,Information Technology,0,8,0,0,1,30000
714,24,Male,Information Technology,0,8,0,0,1,70000
715,25,Male,Computer Science,1,8,0,0,1,100000
716,23,Male,Computer Science,1,6,0,0,1,50000
717,23,Male,Civil,0,7,0,0,0,0
718,24,Male,Electronics And Communication,1,9,0,0,1,80000
719,25,Male,Computer Science,0,8,0,0,1,40000
720,24,Male,Computer Science,0,7,0,1,1,80000
721,24,Male,Mechanical,2,8,1,0,1,80000
722,23,Male,Mechanical,1,8,1,0,1,100000
723,26,Male,Information Technology,1,8,0,0,1,60000
724,23,Female,Civil,1,7,0,1,0,0
725,26,Male,Computer Science,1,9,0,0,1,100000
726,26,Male,Electrical,2,8,1,0,1,40000
727,26,Male,Electrical,0,9,0,1,1,90000
728,26,Male,Civil,0,6,0,0,1,80000
729,24,Male,Mechanical,0,9,0,1,1,50000
730,24,Male,Computer Science,1,7,0,0,1,80000
731,23,Male,Electrical,0,8,0,0,1,80000
732,26,Female,Mechanical,1,7,1,0,0,0
733,23,Male,Information Technology,1,7,0,0,0,0
734,24,Male,Mechanical,0,8,0,0,1,60000
735,26,Male,Civil,0,9,0,0,1,70000
736,25,Male,Electrical,0,7,0,0,0,0
737,23,Male,Mechanical,0,9,1,1,1,20000
738,24,Female,Computer Science,1,8,1,0,1,80000
739,23,Male,Information Technology,1,8,0,0,1,30000
740,23,Male,Mechanical,0,7,1,0,0,0
741,26,Male,Computer Science,3,7,0,0,1,50000
742,24,Male,Information Technology,1,6,0,0,1,40000
743,26,Male,Electrical,1,8,0,0,1,30000
744,23,Male,Computer Science,1,6,0,0,1,20000
745,23,Male,Civil,1,7,0,0,0,0
746,26,Male,Information Technology,1,7,0,0,1,40000
747,26,Male,Civil,0,7,0,0,0,0
748,24,Male,Computer Science,1,7,0,0,1,90000
749,23,Male,Information Technology,0,8,0,0,1,50000
750,26,Female,Information Technology,1,6,0,1,1,70000
751,23,Male,Electronics And Communication,1,6,1,1,0,0
752,24,Male,Civil,0,7,0,0,0,0
753,24,Male,Computer Science,1,6,0,0,1,100000
754,25,Male,Information Technology,1,6,0,0,1,70000
755,25,Male,Computer Science,0,8,0,0,1,90000
756,26,Male,Civil,0,8,1,0,1,50000
757,24,Male,Mechanical,0,6,1,0,1,70000
758,26,Female,Electrical,1,8,0,0,1,70000
759,25,Male,Information Technology,1,8,0,0,1,50000
760,22,Male,Computer Science,0,6,0,0,1,40000
761,21,Male,Information Technology,0,6,0,0,1,90000
762,22,Male,Electrical,1,6,0,0,0,0
763,22,Male,Information Technology,1,6,0,0,1,60000
764,22,Female,Computer Science,1,6,1,0,1,80000
765,22,Male,Electronics And Communication,1,8,0,0,1,70000
766,21,Female,Computer Science,1,6,1,0,1,70000
767,22,Male,Computer Science,1,6,0,0,0,0
768,21,Female,Information Technology,1,6,0,0,1,30000
769,21,Male,Electrical,0,8,0,0,1,50000
770,22,Male,Mechanical,0,7,1,0,0,0
771,22,Female,Computer Science,2,8,1,0,1,90000
772,22,Male,Computer Science,1,8,0,0,1,60000
773,22,Male,Computer Science,1,8,0,0,1,30000
774,21,Male,Information Technology,0,7,0,0,1,40000
775,21,Female,Electronics And Communication,0,6,0,0,0,0
776,21,Male,Electrical,1,6,0,0,0,0
777,22,Male,Computer Science,1,6,0,0,1,70000
778,22,Male,Electrical,0,8,0,0,1,40000
779,21,Male,Electrical,1,7,0,1,1,90000
780,21,Female,Mechanical,1,7,0,0,0,0
781,22,Male,Electrical,0,7,1,0,0,0
782,21,Female,Information Technology,2,8,0,0,1,40000
783,22,Male,Mechanical,0,8,1,0,1,60000
784,21,Male,Computer Science,1,8,0,0,1,90000
785,22,Male,Civil,0,6,1,1,0,0
786,21,Male,Information Technology,0,6,0,0,0,0
787,21,Female,Electronics And Communication,1,8,1,1,1,90000
788,22,Female,Information Technology,1,8,0,0,1,30000
789,22,Male,Mechanical,1,8,1,0,1,90000
790,22,Male,Civil,0,8,1,0,1,20000
791,22,Male,Civil,0,6,0,0,0,0
792,22,Male,Computer Science,1,8,0,0,1,70000
793,22,Male,Electronics And Communication,1,8,0,0,1,100000
794,22,Male,Computer Science,2,8,0,1,1,20000
795,22,Female,Electrical,0,8,0,0,1,60000
796,22,Male,Information Technology,1,7,1,0,1,30000
797,22,Female,Computer Science,0,8,1,0,1,70000
798,22,Male,Electrical,0,7,0,0,0,0
799,21,Male,Electronics And Communication,0,8,0,1,1,40000
800,22,Female,Information Technology,0,7,0,0,1,90000
801,21,Male,Computer Science,1,7,0,0,1,70000
802,22,Male,Civil,1,6,0,0,0,0
803,21,Female,Information Technology,0,6,0,0,1,30000
804,22,Male,Computer Science,1,8,0,0,1,90000
805,21,Male,Mechanical,0,8,1,0,1,70000
806,22,Male,Civil,0,6,0,0,0,0
807,22,Male,Computer Science,1,6,0,0,1,50000
808,22,Male,Computer Science,1,7,0,0,1,70000
809,21,Male,Civil,0,6,0,0,0,0
810,22,Male,Computer Science,1,8,0,0,1,70000
811,21,Male,Civil,1,8,0,0,1,70000
812,21,Male,Electronics And Communication,1,6,1,1,0,0
813,22,Female,Mechanical,1,8,0,0,1,90000
814,22,Male,Information Technology,0,8,0,0,1,20000
815,21,Male,Civil,0,6,0,0,0,0
816,22,Male,Electronics And Communication,1,6,0,0,0,0
817,21,Male,Mechanical,0,8,1,0,1,80000
818,21,Female,Electrical,0,7,0,0,0,0
819,22,Male,Computer Science,0,6,0,0,1,80000
820,22,Female,Information Technology,1,7,1,0,1,80000
821,21,Male,Electronics And Communication,1,8,1,0,1,80000
822,21,Male,Computer Science,2,8,0,0,1,50000
823,22,Male,Civil,0,7,0,1,0,0
824,21,Male,Electronics And Communication,0,7,0,0,0,0
825,21,Male,Civil,0,8,1,0,1,100000
826,21,Male,Mechanical,0,7,1,0,0,0
827,21,Female,Information Technology,0,7,0,0,1,30000
828,21,Male,Electronics And Communication,2,6,0,0,1,40000
829,21,Female,Information Technology,0,8,0,0,1,20000
830,21,Male,Electronics And Communication,0,7,0,0,1,40000
831,21,Male,Information Technology,1,8,0,0,1,90000
832,22,Male,Electronics And Communication,3,7,0,0,0,0
833,21,Male,Mechanical,0,6,1,0,0,0
834,21,Male,Mechanical,0,6,1,0,0,0
835,21,Female,Mechanical,1,8,1,0,1,50000
836,22,Male,Electrical,0,8,1,0,1,50000
837,21,Male,Information Technology,0,6,0,0,1,90000
838,22,Female,Information Technology,0,6,0,0,1,100000
839,22,Male,Computer Science,1,6,0,0,0,0
840,21,Male,Information Technology,0,6,0,0,1,50000
841,22,Male,Computer Science,1,7,0,0,1,40000
842,22,Male,Mechanical,1,8,1,0,1,80000
843,22,Male,Electrical,0,7,1,0,0,0
844,22,Male,Electronics And Communication,1,6,1,1,0,0
845,21,Male,Computer Science,0,7,0,0,1,50000
846,22,Male,Electrical,1,6,0,0,0,0
847,21,Male,Electronics And Communication,0,6,0,0,0,0
848,22,Male,Information Technology,0,8,0,1,1,40000
849,22,Male,Electronics And Communication,2,8,0,0,1,70000
850,22,Male,Mechanical,1,7,1,0,0,0
851,22,Female,Information Technology,0,6,0,0,0,0
852,21,Male,Electrical,0,7,0,0,1,70000
853,22,Male,Electronics And Communication,0,7,0,0,0,0
854,22,Male,Computer Science,1,7,0,0,1,40000
855,21,Male,Computer Science,1,8,0,0,1,60000
856,21,Male,Computer Science,2,7,0,0,1,50000
857,22,Male,Information Technology,2,6,0,0,1,80000
858,21,Male,Information Technology,1,6,0,0,1,30000
859,22,Male,Civil,0,8,0,1,1,50000
860,22,Male,Mechanical,1,7,1,0,0,0
861,21,Male,Computer Science,1,8,0,0,1,20000
862,21,Male,Mechanical,0,8,1,0,1,40000
863,21,Male,Electrical,2,7,1,1,1,100000
864,21,Female,Computer Science,0,6,1,0,1,100000
865,22,Male,Mechanical,1,6,0,0,0,0
866,22,Male,Civil,0,6,1,0,0,0
867,21,Male,Electronics And Communication,2,7,0,0,1,30000
868,22,Female,Information Technology,0,8,0,0,1,20000
869,22,Male,Electronics And Communication,0,6,0,0,0,0
870,22,Female,Information Technology,1,6,0,0,1,30000
871,22,Male,Mechanical,1,7,1,0,0,0
872,22,Male,Mechanical,1,6,1,0,0,0
873,22,Male,Information Technology,0,8,0,0,1,70000
874,22,Male,Information Technology,0,8,0,0,1,40000
875,21,Male,Electrical,1,6,1,1,0,0
876,22,Male,Computer Science,1,7,0,0,1,40000
877,21,Male,Computer Science,0,8,0,1,1,80000
878,21,Male,Information Technology,2,6,0,0,1,70000
879,21,Male,Electronics And Communication,1,8,1,1,1,80000
880,22,Male,Information Technology,0,8,0,0,1,80000
881,22,Female,Information Technology,0,8,0,0,1,80000
882,22,Male,Computer Science,0,6,0,1,1,20000
883,22,Male,Information Technology,1,8,0,0,1,40000
884,21,Male,Computer Science,0,6,0,1,0,0
885,21,Male,Electrical,0,6,0,0,0,0
886,22,Male,Information Technology,1,8,0,1,1,60000
887,22,Male,Mechanical,0,6,1,0,0,0
888,21,Male,Information Technology,1,8,0,0,1,100000
889,22,Male,Electrical,1,7,0,0,0,0
890,22,Male,Electronics And Communication,0,8,0,0,1,20000
891,21,Male,Information Technology,0,8,0,0,1,20000
892,21,Female,Computer Science,1,7,1,0,1,80000
893,22,Male,Information Technology,0,6,0,0,1,100000
894,22,Male,Information Technology,0,7,0,0,1,50000
895,22,Male,Civil,0,6,1,1,0,0
896,22,Male,Information Technology,1,7,0,0,0,0
897,21,Male,Electrical,1,8,0,0,1,40000
898,21,Female,Information Technology,2,7,0,0,1,90000
899,22,Male,Information Technology,3,8,0,0,1,50000
900,22,Male,Mechanical,0,7,1,1,0,0
901,21,Female,Information Technology,1,6,1,0,0,0
902,22,Male,Mechanical,1,7,1,1,0,0
903,21,Male,Information Technology,1,6,0,0,0,0
904,21,Male,Mechanical,0,8,1,0,1,50000
905,22,Male,Electrical,0,8,0,1,1,20000
906,21,Male,Information Technology,1,8,0,0,1,60000
907,21,Male,Computer Science,0,6,0,0,0,0
908,22,Male,Information Technology,0,7,0,0,0,0
909,21,Male,Mechanical,0,8,1,0,1,80000
910,21,Male,Information Technology,0,7,0,0,0,0
911,21,Male,Electrical,0,6,0,0,0,0
912,21,Male,Electronics And Communication,1,7,1,1,0,0
913,21,Male,Civil,2,7,0,0,0,0
914,22,Female,Civil,1,8,0,0,1,90000
915,22,Male,Information Technology,0,6,0,0,1,80000
916,22,Female,Information Technology,1,6,0,0,1,80000
917,22,Male,Civil,0,7,1,0,0,0
918,21,Male,Computer Science,0,8,0,1,1,100000
919,22,Male,Information Technology,2,6,0,0,1,30000
920,21,Male,Civil,0,6,0,0,0,0
921,21,Male,Civil,0,8,0,0,1,50000
922,21,Male,Computer Science,0,7,0,0,1,40000
923,21,Male,Civil,1,7,0,0,0,0
924,21,Male,Civil,1,6,0,0,0,0
925,21,Male,Information Technology,2,8,0,1,1,80000
926,21,Female,Mechanical,1,6,1,0,0,0
927,22,Male,Information Technology,2,8,0,0,1,50000
928,21,Female,Civil,1,8,0,1,1,40000
929,22,Male,Information Technology,0,6,0,0,1,30000
930,22,Male,Electronics And Communication,0,7,0,0,0,0
931,21,Male,Computer Science,1,8,0,0,1,30000
932,22,Male,Information Technology,2,7,1,0,1,60000
933,22,Male,Computer Science,1,7,0,0,1,50000
934,22,Male,Information Technology,1,7,0,1,1,100000
935,22,Male,Computer Science,1,7,0,0,1,30000
936,22,Male,Mechanical,1,7,1,1,0,0
937,22,Female,Computer Science,1,7,1,0,0,0
938,22,Male,Mechanical,0,7,1,0,0,0
939,22,Male,Civil,0,8,0,0,1,20000
940,22,Male,Information Technology,2,7,0,1,1,20000
941,22,Male,Mechanical,0,7,1,0,0,0
942,22,Male,Computer Science,0,6,0,0,1,60000
943,22,Male,Electronics And Communication,0,8,0,0,1,90000
944,22,Male,Computer Science,1,8,0,0,1,70000
945,22,Male,Computer Science,1,6,0,0,1,30000
946,22,Male,Computer Science,2,7,0,0,1,60000
947,21,Male,Computer Science,1,8,0,0,1,20000
948,21,Male,Information Technology,0,7,0,1,1,20000
949,22,Male,Computer Science,0,7,0,0,1,80000
950,22,Female,Information Technology,0,8,0,0,1,20000
951,22,Male,Information Technology,0,7,0,0,1,90000
952,22,Male,Computer Science,0,8,0,0,1,50000
953,21,Male,Civil,1,8,0,0,1,60000
954,21,Male,Mechanical,0,7,1,0,0,0
955,21,Male,Information Technology,1,6,0,0,1,70000
956,21,Male,Information Technology,1,8,0,0,1,30000
957,21,Male,Mechanical,0,7,1,0,0,0
958,22,Male,Computer Science,1,7,0,0,1,70000
959,21,Male,Computer Science,1,7,0,0,1,90000
960,22,Male,Mechanical,1,8,1,0,1,20000
961,22,Male,Information Technology,1,8,1,0,1,30000
962,21,Male,Information Technology,0,6,0,1,1,70000
963,21,Male,Information Technology,0,7,0,1,1,30000
964,22,Male,Information Technology,2,8,0,0,1,60000
965,22,Male,Electrical,0,8,1,1,1,20000
966,22,Male,Mechanical,0,7,1,0,0,0
967,22,Female,Electronics And Communication,1,6,0,0,0,0
968,21,Male,Mechanical,0,8,1,0,1,60000
969,21,Male,Electrical,0,7,0,0,0,0
970,22,Male,Electronics And Communication,1,6,0,0,0,0
971,21,Male,Civil,0,8,0,0,1,70000
972,21,Male,Civil,0,8,1,0,1,90000
973,22,Male,Computer Science,1,7,0,0,1,100000
974,21,Male,Mechanical,1,6,1,0,0,0
975,21,Male,Information Technology,0,6,0,1,1,50000
976,22,Female,Computer Science,0,8,1,0,1,30000
977,21,Female,Computer Science,0,7,1,0,0,0
978,22,Male,Civil,0,8,0,0,1,40000
979,22,Male,Computer Science,1,8,0,1,1,100000
980,22,Male,Civil,0,6,0,1,0,0
981,22,Male,Mechanical,0,7,1,0,0,0
982,21,Male,Electronics And Communication,1,7,0,1,1,80000
983,22,Male,Information Technology,0,8,0,0,1,50000
984,22,Male,Computer Science,0,6,0,0,1,40000
985,22,Male,Information Technology,1,8,0,0,1,30000
986,21,Male,Electronics And Communication,1,7,0,0,0,0
987,22,Female,Computer Science,1,8,1,0,1,40000
988,22,Female,Computer Science,2,7,1,0,1,100000
989,22,Male,Electrical,0,6,0,0,0,0
990,22,Male,Mechanical,0,6,1,0,0,0
991,22,Male,Computer Science,2,7,0,0,1,90000
992,22,Male,Mechanical,0,7,1,0,0,0
993,22,Male,Computer Science,1,7,0,0,1,80000
994,21,Male,Information Technology,1,6,1,1,1,100000
995,21,Male,Information Technology,1,6,0,1,1,100000
996,22,Female,Information Technology,1,7,0,0,1,60000
997,21,Male,Information Technology,2,8,0,1,1,60000
998,21,Male,Civil,0,6,0,0,0,0
999,21,Male,Information Technology,0,6,0,0,1,20000
1000,22,Male,Information Technology,2,8,0,0,1,20000
1001,22,Male,Information Technology,1,8,0,0,1,60000
1002,21,Female,Computer Science,1,8,1,1,1,60000
1003,22,Male,Computer Science,1,7,0,0,1,80000
1004,22,Male,Electrical,2,6,0,0,1,50000
1005,21,Male,Civil,1,7,0,0,0,0
1006,21,Male,Information Technology,2,7,0,1,1,60000
1007,22,Male,Information Technology,2,7,0,1,1,80000
1008,21,Male,Electronics And Communication,1,6,1,1,0,0
1009,21,Male,Mechanical,1,8,1,1,1,100000
1010,22,Male,Information Technology,1,8,1,0,1,70000
1011,22,Male,Information Technology,2,6,0,1,1,40000
1012,21,Male,Computer Science,1,6,0,1,0,0
1013,22,Male,Information Technology,2,7,0,0,1,30000
1014,22,Male,Information Technology,1,8,0,0,1,70000
1015,21,Male,Information Technology,2,7,0,1,1,30000
1016,21,Male,Electrical,2,8,0,0,1,20000
1017,22,Male,Civil,2,8,1,1,1,80000
1018,22,Male,Information Technology,2,6,0,0,1,20000
1019,22,Male,Information Technology,2,6,0,0,1,40000
1020,21,Female,Civil,2,7,0,0,0,0
1021,22,Male,Electrical,1,7,0,1,0,0
1022,22,Male,Civil,2,7,0,0,0,0
1023,21,Male,Information Technology,2,8,0,0,1,30000
1024,21,Male,Civil,1,6,0,0,0,0
1025,22,Female,Computer Science,2,6,1,0,1,70000
1026,21,Female,Electronics And Communication,1,7,0,0,1,90000
1027,22,Female,Information Technology,1,7,0,1,1,20000
1028,21,Male,Mechanical,2,6,1,0,1,30000
1029,22,Male,Mechanical,2,6,1,0,1,50000
1030,21,Male,Information Technology,2,7,0,0,1,80000
1031,22,Male,Computer Science,2,7,0,0,1,70000
1032,21,Male,Electrical,1,6,0,0,0,0
1033,21,Female,Computer Science,1,6,0,0,1,30000
1034,22,Male,Civil,2,6,1,0,1,90000
1035,22,Male,Computer Science,1,7,0,0,1,80000
1036,21,Male,Information Technology,1,8,0,0,1,60000
1037,21,Male,Computer Science,2,7,0,0,1,30000
1038,22,Female,Mechanical,1,6,1,0,0,0
1039,22,Female,Information Technology,1,8,0,0,1,30000
1040,22,Male,Mechanical,1,6,1,0,0,0
1041,21,Male,Computer Science,1,8,0,1,1,40000
1042,21,Male,Computer Science,2,8,0,1,1,80000
1043,22,Male,Information Technology,2,8,0,0,1,90000
1044,22,Male,Mechanical,1,7,1,0,0,0
1045,22,Male,Computer Science,2,7,0,0,0,0
1046,21,Male,Computer Science,2,8,0,0,1,40000
1047,22,Male,Mechanical,1,7,1,0,0,0
1048,21,Male,Computer Science,2,7,0,0,1,60000
1049,22,Male,Civil,1,6,0,0,0,0
1050,22,Male,Civil,2,8,0,1,1,40000
1051,21,Male,Electrical,2,7,0,0,1,30000
1052,21,Female,Computer Science,1,6,1,1,0,0
1053,22,Male,Computer Science,1,6,0,1,0,0
1054,22,Male,Electrical,2,7,0,0,0,0
1055,22,Female,Electronics And Communication,1,7,1,1,0,0
1056,22,Male,Civil,1,7,0,0,0,0
1057,21,Male,Electronics And Communication,2,6,0,0,1,20000
1058,21,Female,Electrical,2,8,0,0,1,80000
1059,22,Male,Computer Science,2,8,0,0,1,40000
1060,22,Female,Electronics And Communication,2,6,0,0,1,20000
1061,22,Male,Computer Science,1,7,0,0,0,0
1062,21,Female,Electronics And Communication,1,8,1,1,1,100000
1063,22,Male,Electronics And Communication,1,7,0,0,0,0
1064,21,Male,Mechanical,2,8,1,1,1,60000
1065,21,Male,Electronics And Communication,1,8,0,0,1,50000
1066,22,Female,Electrical,2,7,0,0,0,0
1067,21,Male,Civil,2,7,0,0,0,0
1068,22,Male,Information Technology,1,7,0,0,0,0
1069,22,Female,Electrical,2,6,0,0,1,50000
1070,22,Male,Electronics And Communication,2,6,0,0,1,20000
1071,22,Male,Computer Science,1,6,0,0,0,0
1072,21,Male,Computer Science,1,8,0,0,1,70000
1073,22,Male,Electronics And Communication,2,6,0,0,1,80000
1074,21,Male,Information Technology,1,7,0,0,0,0
1075,21,Male,Information Technology,2,7,0,1,0,0
1076,21,Female,Computer Science,2,7,1,1,0,0
1077,21,Male,Computer Science,2,8,0,0,1,70000
1078,22,Male,Information Technology,1,7,0,0,0,0
1079,21,Male,Civil,2,7,0,0,0,0
1080,21,Female,Computer Science,2,8,1,0,1,100000
